"Participant_ID","State","Rule_type","Rule_order","pre_test_level","Pre_Test","Post_Test","Problem","ProblemStep","TrueTimeSpentOnStep","TimeSpent","Gain","n_gain"
"thinkaloudp0213","Rule_following","R3",4,"low",0.33,0.5,7,1,26.0110001564026,19.918,0.17,0.253731343283582
"thinkaloudp0213","Rule_following","R1",3,"low",0.33,0.5,3,1,18.5329999923706,3.35,0.17,0.253731343283582
"thinkaloudp0213","Rule_following","R2",1,"low",0.33,0.5,1,2,13.470999956131,5.214,0.17,0.253731343283582
"thinkaloudp0213","Rule_following","R6",2,"low",0.33,0.5,8,2,35.5390000343323,27.251,0.17,0.253731343283582
"thinkaloudp0213","Rule_following","R3",5,"low",0.33,0.5,8,1,19.0230002403259,14.087,0.17,0.253731343283582
"thinkaloudp0213","Rule_following","R7",3,"low",0.33,0.5,9,4,54.3400001525879,49.541,0.17,0.253731343283582
"thinkaloudp0213","Rule_following","R1",1,"low",0.33,0.5,1,1,8.66599988937378,3.258,0.17,0.253731343283582
"thinkaloudp0213","Rule_following","R4",5,"low",0.33,0.5,6,1,21.1480002403259,4.047,0.17,0.253731343283582
"thinkaloudp0213","Rule_following","R4",3,"low",0.33,0.5,5,1,25.9140000343323,15.669,0.17,0.253731343283582
"thinkaloudp0213","Rule_search","R5",1,"low",0.33,0.5,4,3,35.2320001125336,12.036,0.17,0.253731343283582
"thinkaloudp0213","Rule_search","R2",2,"low",0.33,0.5,2,2,25.4810001850128,11.457,0.17,0.253731343283582
"thinkaloudp0213","Rule_search","R7",2,"low",0.33,0.5,8,3,68.0869998931885,57.607,0.17,0.253731343283582
"thinkaloudp0213","Rule_search","R7",1,"low",0.33,0.5,7,3,85.3599998950958,8.81,0.17,0.253731343283582
"thinkaloudp0213","Rule_search","R6",1,"low",0.33,0.5,7,2,78.1280000209808,21.695,0.17,0.253731343283582
"thinkaloudp0213","Rule_search","R6",3,"low",0.33,0.5,9,2,38.6399998664856,2.843,0.17,0.253731343283582
"thinkaloudp0213","Rule_search","R5",2,"low",0.33,0.5,5,3,30.3939998149872,6.387,0.17,0.253731343283582
"thinkaloudp0213","Rule_search","R4",1,"low",0.33,0.5,4,1,126.337999820709,87.356,0.17,0.253731343283582
"thinkaloudp0213","Rule_violation","R2",2,"low",0.33,0.5,2,2,25.4810001850128,2.716,0.17,0.253731343283582
"thinkaloudp0213","Rule_violation","R5",2,"low",0.33,0.5,5,3,30.3939998149872,8.878,0.17,0.253731343283582
"thinkaloudp0213","Rule_violation","R6",3,"low",0.33,0.5,9,2,38.6399998664856,25.382,0.17,0.253731343283582
"thinkaloudp0216","Follow_wrong","R4",1,"low",0.33,1,4,1,59.6110000610352,4.995,0.67,1
"thinkaloudp0216","Reading_question","R5",2,"low",0.33,1,5,3,20.5120000839233,5.882,0.67,1
"thinkaloudp0216","Reading_question","R6",4,"low",0.33,1,9,3,10.8380000591278,2.112,0.67,1
"thinkaloudp0216","Reading_question","R4",1,"low",0.33,1,4,1,59.6110000610352,6.874,0.67,1
"thinkaloudp0216","Reading_question","R2",1,"low",0.33,1,1,2,26.3480000495911,6.072,0.67,1
"thinkaloudp0216","Reading_question","R3",1,"low",0.33,1,1,3,18.6689999103546,2.978,0.67,1
"thinkaloudp0216","Reading_question","R5",1,"low",0.33,1,4,3,26.5059998035431,12.754,0.67,1
"thinkaloudp0216","Reading_question","R7",1,"low",0.33,1,7,3,14.6180000305176,5.928,0.67,1
"thinkaloudp0216","Reading_question","R2",2,"low",0.33,1,2,2,16.1299998760223,2.674,0.67,1
"thinkaloudp0216","Reading_question","R3",4,"low",0.33,1,7,1,35.2200000286102,3.932,0.67,1
"thinkaloudp0216","Reading_question","R3",5,"low",0.33,1,8,1,33.8840000629425,10.213,0.67,1
"thinkaloudp0216","Reading_question","R5",3,"low",0.33,1,6,3,13.289999961853,2.326,0.67,1
"thinkaloudp0216","Reading_question","R1",3,"low",0.33,1,3,1,14.4159998893738,2.521,0.67,1
"thinkaloudp0216","Reading_question","R4",2,"low",0.33,1,4,2,15.625,4.845,0.67,1
"thinkaloudp0216","Reading_question","R3",6,"low",0.33,1,9,1,24.3800001144409,7.742,0.67,1
"thinkaloudp0216","Reading_question","R4",5,"low",0.33,1,6,1,17.4670000076294,5.699,0.67,1
"thinkaloudp0216","Reading_question","R4",3,"low",0.33,1,5,1,24.9850001335144,13.095,0.67,1
"thinkaloudp0216","Reading_question","R3",2,"low",0.33,1,2,3,17.4460000991821,3.765,0.67,1
"thinkaloudp0216","Reading_question","R6",1,"low",0.33,1,7,2,30.2549998760223,12.339,0.67,1
"thinkaloudp0216","Reading_question","R4",4,"low",0.33,1,5,2,13.2389998435974,0.773,0.67,1
"thinkaloudp0216","Reading_question","R1",1,"low",0.33,1,1,1,21.1870000362396,8.504,0.67,1
"thinkaloudp0216","Reading_question","R6",3,"low",0.33,1,9,2,15.0350000858307,2.544,0.67,1
"thinkaloudp0216","Reading_question","R7",2,"low",0.33,1,8,3,26.8959999084473,2.189,0.67,1
"thinkaloudp0216","Reading_question","R3",3,"low",0.33,1,3,3,13.7189998626709,1.583,0.67,1
"thinkaloudp0216","Reading_question","R4",6,"low",0.33,1,6,2,9.49099969863892,1.493,0.67,1
"thinkaloudp0216","Reading_question","R6",2,"low",0.33,1,8,2,29.7220001220703,3.632,0.67,1
"thinkaloudp0216","Reading_question","R1",2,"low",0.33,1,2,1,14.8999998569489,4.002,0.67,1
"thinkaloudp0216","Relation_to_goal","R7",2,"low",0.33,1,8,3,26.8959999084473,2.961,0.67,1
"thinkaloudp0216","Relation_to_goal","R1",2,"low",0.33,1,2,1,14.8999998569489,3.399,0.67,1
"thinkaloudp0216","Relation_to_goal","R6",1,"low",0.33,1,7,2,30.2549998760223,2.06,0.67,1
"thinkaloudp0216","Relation_to_goal","R2",1,"low",0.33,1,1,2,26.3480000495911,14.731,0.67,1
"thinkaloudp0216","Relation_to_goal","R1",1,"low",0.33,1,1,1,21.1870000362396,6.447,0.67,1
"thinkaloudp0216","Rule_discovery","R3",5,"low",0.33,1,8,1,33.8840000629425,1.668,0.67,1
"thinkaloudp0216","Rule_discovery","R4",1,"low",0.33,1,4,1,59.6110000610352,27.236,0.67,1
"thinkaloudp0216","Rule_following","R5",2,"low",0.33,1,5,3,20.5120000839233,13.79,0.67,1
"thinkaloudp0216","Rule_following","R3",1,"low",0.33,1,1,3,18.6689999103546,14.56,0.67,1
"thinkaloudp0216","Rule_following","R4",3,"low",0.33,1,5,1,24.9850001335144,11.087,0.67,1
"thinkaloudp0216","Rule_following","R1",2,"low",0.33,1,2,1,14.8999998569489,6.81,0.67,1
"thinkaloudp0216","Rule_following","R2",3,"low",0.33,1,3,2,12.6310000419617,11.869,0.67,1
"thinkaloudp0216","Rule_following","R3",3,"low",0.33,1,3,3,13.7189998626709,11.38,0.67,1
"thinkaloudp0216","Rule_following","R3",4,"low",0.33,1,7,1,35.2200000286102,30.561,0.67,1
"thinkaloudp0216","Rule_following","R4",6,"low",0.33,1,6,2,9.49099969863892,7.567,0.67,1
"thinkaloudp0216","Rule_following","R1",3,"low",0.33,1,3,1,14.4159998893738,11.11,0.67,1
"thinkaloudp0216","Rule_following","R1",1,"low",0.33,1,1,1,21.1870000362396,5.513,0.67,1
"thinkaloudp0216","Rule_following","R4",5,"low",0.33,1,6,1,17.4670000076294,10.952,0.67,1
"thinkaloudp0216","Rule_following","R5",3,"low",0.33,1,6,3,13.289999961853,9.708,0.67,1
"thinkaloudp0216","Rule_following","R5",1,"low",0.33,1,4,3,26.5059998035431,12.956,0.67,1
"thinkaloudp0216","Rule_following","R7",3,"low",0.33,1,9,4,51.2669999599457,50.731,0.67,1
"thinkaloudp0216","Rule_following","R6",3,"low",0.33,1,9,2,15.0350000858307,11.908,0.67,1
"thinkaloudp0216","Rule_following","R3",2,"low",0.33,1,2,3,17.4460000991821,12.756,0.67,1
"thinkaloudp0216","Rule_following","R2",1,"low",0.33,1,1,2,26.3480000495911,4.846,0.67,1
"thinkaloudp0216","Rule_following","R4",4,"low",0.33,1,5,2,13.2389998435974,11.565,0.67,1
"thinkaloudp0216","Rule_following","R7",1,"low",0.33,1,7,3,14.6180000305176,7.26,0.67,1
"thinkaloudp0216","Rule_following","R2",2,"low",0.33,1,2,2,16.1299998760223,12.457,0.67,1
"thinkaloudp0216","Rule_following","R4",2,"low",0.33,1,4,2,15.625,10.138,0.67,1
"thinkaloudp0216","Rule_following","R3",6,"low",0.33,1,9,1,24.3800001144409,15.73,0.67,1
"thinkaloudp0216","Rule_following","R3",5,"low",0.33,1,8,1,33.8840000629425,8.019,0.67,1
"thinkaloudp0216","Rule_following","R6",2,"low",0.33,1,8,2,29.7220001220703,25.132,0.67,1
"thinkaloudp0216","Rule_following","R6",4,"low",0.33,1,9,3,10.8380000591278,8.033,0.67,1
"thinkaloudp0216","Rule_following","R7",2,"low",0.33,1,8,3,26.8959999084473,20.725,0.67,1
"thinkaloudp0216","Rule_following","R6",1,"low",0.33,1,7,2,30.2549998760223,14.475,0.67,1
"thinkaloudp0216","Rule_search","R4",1,"low",0.33,1,4,1,59.6110000610352,19.828,0.67,1
"thinkaloudp0216","Rule_search","R3",5,"low",0.33,1,8,1,33.8840000629425,3.852,0.67,1
"thinkaloudp0216","Rule_violation","R3",5,"low",0.33,1,8,1,33.8840000629425,9.143,0.67,1
"thinkaloudp0217","Follow_wrong","R4",1,"high",0.5,0.67,4,1,58.4130001068115,4.471,0.17,0.34
"thinkaloudp0217","Reading_question","R1",1,"high",0.5,0.67,1,1,26.8819999694824,8.309,0.17,0.34
"thinkaloudp0217","Reading_question","R2",2,"high",0.5,0.67,2,2,42.0979998111725,5.334,0.17,0.34
"thinkaloudp0217","Reading_question","R7",1,"high",0.5,0.67,7,3,17.0170001983643,7.662,0.17,0.34
"thinkaloudp0217","Reading_question","R4",2,"high",0.5,0.67,4,2,19.3990001678467,3.637,0.17,0.34
"thinkaloudp0217","Reading_question","R4",6,"high",0.5,0.67,6,2,11.1710000038147,2.345,0.17,0.34
"thinkaloudp0217","Reading_question","R1",2,"high",0.5,0.67,2,1,26.9860000610352,22.569,0.17,0.34
"thinkaloudp0217","Reading_question","R3",4,"high",0.5,0.67,7,1,19.9140000343323,6.302,0.17,0.34
"thinkaloudp0217","Reading_question","R3",6,"high",0.5,0.67,9,1,29.3559999465942,3.939,0.17,0.34
"thinkaloudp0217","Reading_question","R3",2,"high",0.5,0.67,2,3,19.9970002174377,3.708,0.17,0.34
"thinkaloudp0217","Reading_question","R5",2,"high",0.5,0.67,5,3,22.5989999771118,3.51,0.17,0.34
"thinkaloudp0217","Reading_question","R3",1,"high",0.5,0.67,1,3,30.6789999008179,3.405,0.17,0.34
"thinkaloudp0217","Reading_question","R3",5,"high",0.5,0.67,8,1,20.9430000782013,5.744,0.17,0.34
"thinkaloudp0217","Reading_question","R4",4,"high",0.5,0.67,5,2,19.4990000724792,5.465,0.17,0.34
"thinkaloudp0217","Reading_question","R6",1,"high",0.5,0.67,7,2,20.7459998130798,11.777,0.17,0.34
"thinkaloudp0217","Reading_question","R4",3,"high",0.5,0.67,5,1,39.6040000915527,8.638,0.17,0.34
"thinkaloudp0217","Reading_question","R1",3,"high",0.5,0.67,3,1,19.6749999523163,11.363,0.17,0.34
"thinkaloudp0217","Reading_question","R4",1,"high",0.5,0.67,4,1,58.4130001068115,10.119,0.17,0.34
"thinkaloudp0217","Reading_question","R6",2,"high",0.5,0.67,8,2,17.3849999904633,2.743,0.17,0.34
"thinkaloudp0217","Reading_question","R5",1,"high",0.5,0.67,4,3,52.668999671936,19.619,0.17,0.34
"thinkaloudp0217","Reading_question","R6",3,"high",0.5,0.67,9,2,10.3990001678467,2.038,0.17,0.34
"thinkaloudp0217","Reading_question","R4",5,"high",0.5,0.67,6,1,17.5460000038147,7.797,0.17,0.34
"thinkaloudp0217","Reading_question","R6",4,"high",0.5,0.67,9,3,84.3269999027252,6.78,0.17,0.34
"thinkaloudp0217","Reading_question","R2",1,"high",0.5,0.67,1,2,15.095999956131,5.889,0.17,0.34
"thinkaloudp0217","Reading_question","R2",3,"high",0.5,0.67,3,2,9.50200009346008,4.104,0.17,0.34
"thinkaloudp0217","Reading_question","R3",3,"high",0.5,0.67,3,3,8.28199982643127,2.499,0.17,0.34
"thinkaloudp0217","Relation_to_goal","R2",1,"high",0.5,0.67,1,2,15.095999956131,4.548,0.17,0.34
"thinkaloudp0217","Relation_to_goal","R1",1,"high",0.5,0.67,1,1,26.8819999694824,9.053,0.17,0.34
"thinkaloudp0217","Rule_discovery","R2",2,"high",0.5,0.67,2,2,42.0979998111725,2.288,0.17,0.34
"thinkaloudp0217","Rule_discovery","R3",6,"high",0.5,0.67,9,1,29.3559999465942,1.517,0.17,0.34
"thinkaloudp0217","Rule_discovery","R4",3,"high",0.5,0.67,5,1,39.6040000915527,2.264,0.17,0.34
"thinkaloudp0217","Rule_discovery","R4",1,"high",0.5,0.67,4,1,58.4130001068115,5.241,0.17,0.34
"thinkaloudp0217","Rule_discovery","R6",4,"high",0.5,0.67,9,3,84.3269999027252,3.527,0.17,0.34
"thinkaloudp0217","Rule_discovery","R5",1,"high",0.5,0.67,4,3,52.668999671936,8.717,0.17,0.34
"thinkaloudp0217","Rule_following","R6",1,"high",0.5,0.67,7,2,20.7459998130798,8.041,0.17,0.34
"thinkaloudp0217","Rule_following","R5",2,"high",0.5,0.67,5,3,22.5989999771118,18.022,0.17,0.34
"thinkaloudp0217","Rule_following","R6",4,"high",0.5,0.67,9,3,84.3269999027252,5.485,0.17,0.34
"thinkaloudp0217","Rule_following","R7",1,"high",0.5,0.67,7,3,17.0170001983643,8.584,0.17,0.34
"thinkaloudp0217","Rule_following","R5",3,"high",0.5,0.67,6,3,7.74300003051758,6.975,0.17,0.34
"thinkaloudp0217","Rule_following","R1",1,"high",0.5,0.67,1,1,26.8819999694824,7.997,0.17,0.34
"thinkaloudp0217","Rule_following","R6",3,"high",0.5,0.67,9,2,10.3990001678467,7.853,0.17,0.34
"thinkaloudp0217","Rule_following","R3",2,"high",0.5,0.67,2,3,19.9970002174377,13.709,0.17,0.34
"thinkaloudp0217","Rule_following","R2",1,"high",0.5,0.67,1,2,15.095999956131,3.786,0.17,0.34
"thinkaloudp0217","Rule_following","R3",5,"high",0.5,0.67,8,1,20.9430000782013,14.53,0.17,0.34
"thinkaloudp0217","Rule_following","R6",2,"high",0.5,0.67,8,2,17.3849999904633,14.085,0.17,0.34
"thinkaloudp0217","Rule_following","R3",4,"high",0.5,0.67,7,1,19.9140000343323,12.834,0.17,0.34
"thinkaloudp0217","Rule_following","R4",2,"high",0.5,0.67,4,2,19.3990001678467,14.707,0.17,0.34
"thinkaloudp0217","Rule_following","R4",5,"high",0.5,0.67,6,1,17.5460000038147,9.123,0.17,0.34
"thinkaloudp0217","Rule_following","R2",3,"high",0.5,0.67,3,2,9.50200009346008,4.76,0.17,0.34
"thinkaloudp0217","Rule_following","R4",3,"high",0.5,0.67,5,1,39.6040000915527,4.913,0.17,0.34
"thinkaloudp0217","Rule_following","R7",3,"high",0.5,0.67,9,4,27.996,27.825,0.17,0.34
"thinkaloudp0217","Rule_following","R3",3,"high",0.5,0.67,3,3,8.28199982643127,5.025,0.17,0.34
"thinkaloudp0217","Rule_following","R2",2,"high",0.5,0.67,2,2,42.0979998111725,2.957,0.17,0.34
"thinkaloudp0217","Rule_following","R1",3,"high",0.5,0.67,3,1,19.6749999523163,7.36,0.17,0.34
"thinkaloudp0217","Rule_following","R4",6,"high",0.5,0.67,6,2,11.1710000038147,8.102,0.17,0.34
"thinkaloudp0217","Rule_following","R3",1,"high",0.5,0.67,1,3,30.6789999008179,26.321,0.17,0.34
"thinkaloudp0217","Rule_following","R4",4,"high",0.5,0.67,5,2,19.4990000724792,13.374,0.17,0.34
"thinkaloudp0217","Rule_following","R1",2,"high",0.5,0.67,2,1,26.9860000610352,3.813,0.17,0.34
"thinkaloudp0217","Rule_following","R7",2,"high",0.5,0.67,8,3,31.7490000724792,30.884,0.17,0.34
"thinkaloudp0217","Rule_following","R3",6,"high",0.5,0.67,9,1,29.3559999465942,2.106,0.17,0.34
"thinkaloudp0217","Rule_search","R4",3,"high",0.5,0.67,5,1,39.6040000915527,20.903,0.17,0.34
"thinkaloudp0217","Rule_search","R5",1,"high",0.5,0.67,4,3,52.668999671936,22.99,0.17,0.34
"thinkaloudp0217","Rule_search","R6",4,"high",0.5,0.67,9,3,84.3269999027252,52.198,0.17,0.34
"thinkaloudp0217","Rule_search","R2",2,"high",0.5,0.67,2,2,42.0979998111725,25.279,0.17,0.34
"thinkaloudp0217","Rule_search","R4",1,"high",0.5,0.67,4,1,58.4130001068115,38.057,0.17,0.34
"thinkaloudp0217","Rule_search","R3",6,"high",0.5,0.67,9,1,29.3559999465942,8.108,0.17,0.34
"thinkaloudp0217","Rule_violation","R3",6,"high",0.5,0.67,9,1,29.3559999465942,12.728,0.17,0.34
"thinkaloudp0217","Rule_violation","R2",2,"high",0.5,0.67,2,2,42.0979998111725,5.165,0.17,0.34
"thinkaloudp0217","Rule_violation","R6",4,"high",0.5,0.67,9,3,84.3269999027252,15.342,0.17,0.34
"thinkaloudp0217","Rule_violation","R4",3,"high",0.5,0.67,5,1,39.6040000915527,2.069,0.17,0.34
"thinkaloudp0403","Follow_wrong","R4",1,"high",0.83,0.83,4,1,33.6749999523163,3.359,0,0
"thinkaloudp0403","Reading_question","R4",1,"high",0.83,0.83,4,1,33.6749999523163,7.461,0,0
"thinkaloudp0403","Reading_question","R1",1,"high",0.83,0.83,1,1,15.175999879837,4.479,0,0
"thinkaloudp0403","Reading_question","R3",2,"high",0.83,0.83,2,3,17.375,3.778,0,0
"thinkaloudp0403","Reading_question","R6",1,"high",0.83,0.83,7,2,31.7979998588562,7.724,0,0
"thinkaloudp0403","Reading_question","R3",6,"high",0.83,0.83,9,1,12.9260001182556,4.847,0,0
"thinkaloudp0403","Reading_question","R4",5,"high",0.83,0.83,6,1,22.7239999771118,6.633,0,0
"thinkaloudp0403","Reading_question","R7",1,"high",0.83,0.83,7,3,17.191999912262,5.142,0,0
"thinkaloudp0403","Reading_question","R3",1,"high",0.83,0.83,1,3,16.0579998493195,4.069,0,0
"thinkaloudp0403","Reading_question","R2",1,"high",0.83,0.83,1,2,20.6770000457764,5.031,0,0
"thinkaloudp0403","Reading_question","R3",4,"high",0.83,0.83,7,1,25.8560001850128,6.263,0,0
"thinkaloudp0403","Reading_question","R5",3,"high",0.83,0.83,6,3,11.0289998054504,3.927,0,0
"thinkaloudp0403","Reading_question","R6",2,"high",0.83,0.83,8,2,18.2200000286102,3.505,0,0
"thinkaloudp0403","Reading_question","R4",2,"high",0.83,0.83,4,2,13.7860000133514,3.672,0,0
"thinkaloudp0403","Reading_question","R7",2,"high",0.83,0.83,8,3,28.5869998931885,3.893,0,0
"thinkaloudp0403","Reading_question","R4",4,"high",0.83,0.83,5,2,11.1339998245239,4.866,0,0
"thinkaloudp0403","Reading_question","R3",3,"high",0.83,0.83,3,3,15.6429998874664,6.243,0,0
"thinkaloudp0403","Reading_question","R2",3,"high",0.83,0.83,3,2,15.2260000705719,5.601,0,0
"thinkaloudp0403","Reading_question","R7",3,"high",0.83,0.83,9,4,36.1349997520447,2.687,0,0
"thinkaloudp0403","Reading_question","R4",3,"high",0.83,0.83,5,1,24.5360000133514,5.481,0,0
"thinkaloudp0403","Reading_question","R1",3,"high",0.83,0.83,3,1,28.7130000591278,8.775,0,0
"thinkaloudp0403","Reading_question","R5",1,"high",0.83,0.83,4,3,30.4240000247955,7.968,0,0
"thinkaloudp0403","Reading_question","R2",2,"high",0.83,0.83,2,2,16.3529999256134,6.44,0,0
"thinkaloudp0403","Reading_question","R3",5,"high",0.83,0.83,8,1,14.2969999313354,3.571,0,0
"thinkaloudp0403","Reading_question","R4",6,"high",0.83,0.83,6,2,15.875,3.694,0,0
"thinkaloudp0403","Reading_question","R5",2,"high",0.83,0.83,5,3,20.4450001716614,7.665,0,0
"thinkaloudp0403","Reading_question","R1",2,"high",0.83,0.83,2,1,17.2829999923706,7.531,0,0
"thinkaloudp0403","Rule_discovery","R4",1,"high",0.83,0.83,4,1,33.6749999523163,2.304,0,0
"thinkaloudp0403","Rule_discovery","R5",1,"high",0.83,0.83,4,3,30.4240000247955,2.019,0,0
"thinkaloudp0403","Rule_following","R4",4,"high",0.83,0.83,5,2,11.1339998245239,5.506,0,0
"thinkaloudp0403","Rule_following","R7",3,"high",0.83,0.83,9,4,36.1349997520447,33.835,0,0
"thinkaloudp0403","Rule_following","R4",2,"high",0.83,0.83,4,2,13.7860000133514,9.308,0,0
"thinkaloudp0403","Rule_following","R1",1,"high",0.83,0.83,1,1,15.175999879837,10.05,0,0
"thinkaloudp0403","Rule_following","R4",3,"high",0.83,0.83,5,1,24.5360000133514,18.279,0,0
"thinkaloudp0403","Rule_following","R3",1,"high",0.83,0.83,1,3,16.0579998493195,11.297,0,0
"thinkaloudp0403","Rule_following","R6",2,"high",0.83,0.83,8,2,18.2200000286102,14.006,0,0
"thinkaloudp0403","Rule_following","R6",3,"high",0.83,0.83,9,2,15.3689999580383,14.651,0,0
"thinkaloudp0403","Rule_following","R2",3,"high",0.83,0.83,3,2,15.2260000705719,8.94,0,0
"thinkaloudp0403","Rule_following","R3",6,"high",0.83,0.83,9,1,12.9260001182556,7.413,0,0
"thinkaloudp0403","Rule_following","R1",3,"high",0.83,0.83,3,1,28.7130000591278,19.256,0,0
"thinkaloudp0403","Rule_following","R4",5,"high",0.83,0.83,6,1,22.7239999771118,15.191,0,0
"thinkaloudp0403","Rule_following","R7",1,"high",0.83,0.83,7,3,17.191999912262,11.186,0,0
"thinkaloudp0403","Rule_following","R2",1,"high",0.83,0.83,1,2,20.6770000457764,14.931,0,0
"thinkaloudp0403","Rule_following","R3",3,"high",0.83,0.83,3,3,15.6429998874664,8.383,0,0
"thinkaloudp0403","Rule_following","R2",2,"high",0.83,0.83,2,2,16.3529999256134,9.439,0,0
"thinkaloudp0403","Rule_following","R3",4,"high",0.83,0.83,7,1,25.8560001850128,19.045,0,0
"thinkaloudp0403","Rule_following","R6",1,"high",0.83,0.83,7,2,31.7979998588562,23.35,0,0
"thinkaloudp0403","Rule_following","R6",4,"high",0.83,0.83,9,3,10.7750000953674,9.997,0,0
"thinkaloudp0403","Rule_following","R4",1,"high",0.83,0.83,4,1,33.6749999523163,10.946,0,0
"thinkaloudp0403","Rule_following","R7",2,"high",0.83,0.83,8,3,28.5869998931885,23.669,0,0
"thinkaloudp0403","Rule_following","R5",2,"high",0.83,0.83,5,3,20.4450001716614,11.604,0,0
"thinkaloudp0403","Rule_following","R5",3,"high",0.83,0.83,6,3,11.0289998054504,6.261,0,0
"thinkaloudp0403","Rule_following","R4",6,"high",0.83,0.83,6,2,15.875,11.434,0,0
"thinkaloudp0403","Rule_following","R3",5,"high",0.83,0.83,8,1,14.2969999313354,9.98,0,0
"thinkaloudp0403","Rule_following","R1",2,"high",0.83,0.83,2,1,17.2829999923706,9.178,0,0
"thinkaloudp0403","Rule_following","R3",2,"high",0.83,0.83,2,3,17.375,12.69,0,0
"thinkaloudp0403","Rule_search","R4",1,"high",0.83,0.83,4,1,33.6749999523163,8.631,0,0
"thinkaloudp0403","Rule_search","R5",1,"high",0.83,0.83,4,3,30.4240000247955,19.076,0,0
"thinkaloudp0405","Follow_wrong","R4",1,"high",0.67,1,4,1,121.644000053406,13.173,0.33,1
"thinkaloudp0405","Follow_wrong","R5",1,"high",0.67,1,4,3,93.212000131607,50.527,0.33,1
"thinkaloudp0405","Reading_question","R5",3,"high",0.67,1,6,3,16.0450000762939,4.048,0.33,1
"thinkaloudp0405","Reading_question","R7",3,"high",0.67,1,9,4,49.4429998397827,5.228,0.33,1
"thinkaloudp0405","Reading_question","R3",2,"high",0.67,1,2,3,41.9739999771118,6.452,0.33,1
"thinkaloudp0405","Reading_question","R1",3,"high",0.67,1,3,1,22.4709997177124,1.551,0.33,1
"thinkaloudp0405","Reading_question","R3",4,"high",0.67,1,7,1,28.1529998779297,6.371,0.33,1
"thinkaloudp0405","Reading_question","R4",5,"high",0.67,1,6,1,29.4430000782013,9.98,0.33,1
"thinkaloudp0405","Reading_question","R3",5,"high",0.67,1,8,1,22.5440001487732,4.1,0.33,1
"thinkaloudp0405","Reading_question","R3",1,"high",0.67,1,1,3,21.1859998703003,9.63,0.33,1
"thinkaloudp0405","Reading_question","R5",2,"high",0.67,1,5,3,20.0220000743866,6.5,0.33,1
"thinkaloudp0405","Reading_question","R2",2,"high",0.67,1,2,2,21.3010001182556,5.438,0.33,1
"thinkaloudp0405","Reading_question","R1",1,"high",0.67,1,1,1,16.164999961853,5.494,0.33,1
"thinkaloudp0405","Reading_question","R2",3,"high",0.67,1,3,2,19.9630000591278,6.087,0.33,1
"thinkaloudp0405","Reading_question","R5",1,"high",0.67,1,4,3,93.212000131607,6.621,0.33,1
"thinkaloudp0405","Reading_question","R3",3,"high",0.67,1,3,3,14.0030000209808,1.519,0.33,1
"thinkaloudp0405","Reading_question","R4",6,"high",0.67,1,6,2,18.4200000762939,6.831,0.33,1
"thinkaloudp0405","Reading_question","R3",6,"high",0.67,1,9,1,23.1590001583099,5.052,0.33,1
"thinkaloudp0405","Reading_question","R4",1,"high",0.67,1,4,1,121.644000053406,8.739,0.33,1
"thinkaloudp0405","Reading_question","R4",3,"high",0.67,1,5,1,37.7920000553131,6.71,0.33,1
"thinkaloudp0405","Reading_question","R4",4,"high",0.67,1,5,2,22.8729999065399,1.288,0.33,1
"thinkaloudp0405","Reading_question","R4",2,"high",0.67,1,4,2,22.2679998874664,8.797,0.33,1
"thinkaloudp0405","Reading_question","R7",2,"high",0.67,1,8,3,45.5590000152588,6.505,0.33,1
"thinkaloudp0405","Reading_question","R7",1,"high",0.67,1,7,3,42.8289999961853,11.613,0.33,1
"thinkaloudp0405","Reading_question","R2",1,"high",0.67,1,1,2,21.9249999523163,6.6,0.33,1
"thinkaloudp0405","Reading_question","R1",2,"high",0.67,1,2,1,20.2939999103546,4.368,0.33,1
"thinkaloudp0405","Reading_question","R6",2,"high",0.67,1,8,2,24.9390001296997,9.434,0.33,1
"thinkaloudp0405","Reading_question","R6",4,"high",0.67,1,9,3,21.5710000991821,7.509,0.33,1
"thinkaloudp0405","Reading_question","R6",3,"high",0.67,1,9,2,27.5009999275208,5.064,0.33,1
"thinkaloudp0405","Reading_question","R6",1,"high",0.67,1,7,2,39.4400000572205,3.601,0.33,1
"thinkaloudp0405","Relation_to_goal","R2",3,"high",0.67,1,3,2,19.9630000591278,4.435,0.33,1
"thinkaloudp0405","Relation_to_goal","R6",1,"high",0.67,1,7,2,39.4400000572205,15.382,0.33,1
"thinkaloudp0405","Relation_to_goal","R2",2,"high",0.67,1,2,2,21.3010001182556,2.091,0.33,1
"thinkaloudp0405","Rule_discovery","R3",2,"high",0.67,1,2,3,41.9739999771118,1.47,0.33,1
"thinkaloudp0405","Rule_discovery","R4",1,"high",0.67,1,4,1,121.644000053406,47.217,0.33,1
"thinkaloudp0405","Rule_discovery","R5",1,"high",0.67,1,4,3,93.212000131607,25.558,0.33,1
"thinkaloudp0405","Rule_following","R7",2,"high",0.67,1,8,3,45.5590000152588,37.196,0.33,1
"thinkaloudp0405","Rule_following","R4",4,"high",0.67,1,5,2,22.8729999065399,21.249,0.33,1
"thinkaloudp0405","Rule_following","R7",3,"high",0.67,1,9,4,49.4429998397827,44.166,0.33,1
"thinkaloudp0405","Rule_following","R1",1,"high",0.67,1,1,1,16.164999961853,9.187,0.33,1
"thinkaloudp0405","Rule_following","R6",3,"high",0.67,1,9,2,27.5009999275208,21.268,0.33,1
